0x20: Kuke
0xcf3b2 :
0xcf3ba :
0xcf3be: A
0xcf430: % 0T
0xcf4ee: A
0xcf4f6 :
0xcf4fe:ｰﾟ
0xcf672:ｰﾟ
0xcf67a: Yes
0xcf682 :
0xcf686: A
0xcf80a: -ﾟWa
0xcf812: Yes
0xcf81a :
0xcf81e: A
0xcf9aa:ｰﾟ
0xcf9b2 :
0xcf9ba :
0xcf9be: A
0xcfa28: % 0T
0xcfae6: A
0xcfaee :
0xcfaf6:ｰﾟ
0xcfc42: A
0xcfc4a :
0xcfc52:ｰﾟ
0xcfd0e :
0xcfd12:ｰﾟ
0xcfdfe :
0xcfe0a:ｰﾟ
0xcff16 :
0xcff22:ｰﾟ
0xcff66 :
0xd002e :
0xd003a: -ﾟ
0xd0156 :
0xd0162: -
0xd022e :
0xd023a: -ﾟ
0xd0336 :
0xd0342: -
0xd0436 :
0xd0442: -
0xd055e :
0xd056a: -ﾟ
0xd064e :
0xd065a: -ﾟ
0xd07b6 :
0xd07c2: -
0xd0926 :
0xd094a: -ﾟ
0xd0aca :
0xd0ad6: -ﾟ
0xd0c5e :
0xd0c6a: -ﾟ
0xd0e47: ､Ta
0xd0eae :
0xd0eba:ｰﾟ
0xd0f67 :
0xd102e :
0xd103a: -ﾟ
0xd1110: % 0T
0xd11aa :
0xd11b6: -
0xd130e: -ﾟ
0xd157a: -ﾟ
0xd157e: A
0xd1582: Yes
0xd1586: Uh
0xd158a: Eh
0xd158e: O
0xd1592 :
0xd1596: K
0xd159a :
0xd159e :
0xd180e: A
0xd1816 :
0xd181e: Uh
0xd1826: Eh
0xd182a: Yes
0xd182e: O
0xd1832 :
0xd1836: K
0xd183a :
0xd183e :
0xd18e2: t % 0
0xd1aca:ｰﾟ
0xd1ace: A
0xd1ad2: Yes
0xd1ad6: Uh
0xd1ada: Eh
0xd1ade: O
0xd1ae2 :
0xd1ae6: K
0xd1aea :
0xd1aee :
0xd1dea:ｰﾟ
0xd1dee: A
0xd1df2: Yes
0xd1df6: Uh
0xd1dfa: Eh
0xd1dfe: O
0xd1e02 :
0xd1e06: K
0xd1e0a :
0xd1e0e :
0xd1e96: Twist
0xd2082: -
0xd2086: A
0xd208a: Yes
0xd208e: Uh
0xd2092: Eh
0xd2096: O
0xd209a :
0xd209e: K
0xd20a2 :
0xd20a6 :
0xd2126:ﾂPeek
0xd230a: -ﾟ
0xd230e: A
0xd2312: Yes
0xd2316: Uh
0xd231a: Eh
0xd231e: O
0xd2322 :
0xd2326: K
0xd232a :
0xd232e :
0xd23e2: Drunk
0xd24da: Drunk
0xd25a6: -
0xd25aa: A
0xd25ae: Yes
0xd25b2: Uh
0xd25b6: Eh
0xd25ba :
0xd25d2: "
0xd267e: ｣
0xd2767: ､Ta
0xd27f6 :
0xd28f7: ､Ta
0xd297a: Yes
0xd2982: -
0xd298a: Uh
0xd2992: Eh
0xd2996: A
0xd299a: O
0xd299e: K
0xd29a2: K
0xd29a6 :
0xd29aa :
0xd2a8a: Drunk
0xd2b82: Drunk
0xd2c4e:ｰﾟ
0xd2c52: A
0xd2c56 :
0xd2c5a: Uh
0xd2c5e: E
0xd2c62 :
0xd2db2: Drunk
0xd2eaa: Drunk
0xd2f76: -
0xd2f7a: A
0xd2f7e :
0xd2f82: Uh
0xd2f86: Eh
0xd2f8a :
0xd2fe2: TeTwist
0xd3052: Drunk
0xd314a: Drunk
0xd3216: -
0xd321a: A
0xd321e :
0xd3222: Uh
0xd3226: Eh
0xd322a :
0xd327a :
0xd32e2: Drunk
0xd33da: Drunk
0xd34a6: -
0xd34aa: A
0xd34ae: Yes
0xd34b2: Uh
0xd34b6: Eh
0xd34ba :
0xd35f2: -
0xd35f6: A
0xd35fa :
0xd35fe: Uh
0xd3602 :
0xd3786: -
0xd378a: A
0xd378e :
0xd3792: Uh
0xd3796: Eh
0xd379a: O
0xd379e :
0xd37a2 :
0xd3902: -
0xd3906: A
0xd390a: Yes
0xd390e: Uh
0xd3912 :
0xd3ada:ｰﾟ
0xd3ade: A
0xd3ae2: Yes
0xd3ae6: Uh
0xd3aea :
0xd3b3e: TeTwist
0xd3c2a: -ﾟ
0xd3c2e: A
0xd3c32 :
0xd3c36: Uh
0xd3c3a :
0xd3c86: Te peek
0xd3d72: -
0xd3d76: A
0xd3d7a :
0xd3d7e: Uh
0xd3d82 :
0xd3eda:ｰﾟ
0xd3ede: A
0xd3ee2: Yes
0xd3ee6: Uh
0xd3eea :
0xd409a: -ﾟ
0xd409e: A
0xd40a2: Yes
0xd40a6: Uh
0xd40aa :
0xd41d2: -
0xd41d6: A
0xd41da :
0xd41de: Uh
0xd41e2 :
0xd4356: -
0xd435a: A
0xd435e :
0xd4362: Uh
0xd4366: Eh
0xd436a: O
0xd436e :
0xd4372 :
0xd44c2: -ﾟ
0xd44c6: A
0xd44ca :
0xd44ce: Uh
0xd44d2 :
0xd468a: -ﾟ
0xd468e: A
0xd4692: Yes
0xd4696: Uh
0xd469a :
0xd46ee: Te twist
0xd47ca: -ﾟ
0xd47ce: A
0xd47d2: Yes
0xd47d6: Uh
0xd47da :
0xd4826: Te peek
0xd4902: -
0xd4906: A
0xd490a: Yes
0xd490e: Uh
0xd4912 :
0xd4a5a: -ﾟ
0xd4a5e: A
0xd4a62 :
0xd4a66: Uh
0xd4a6a :
0xd4c0a: -ﾟ
0xd4c0e: A
0xd4c12: Yes
0xd4c16: Uh
0xd4c1a :
0xd4cea: E
0xd4cfa: -ﾟ
0xd4d02 :
0xd4d0a: A
0xd4d12 :
0xd4d1a: Uh
0xd4e76: A
0xd4e7e :
0xd4e86 :
0xd4e8a: -ﾟ
0xd50c6: A
0xd50ce :
0xd50d6 :
0xd50da: -ﾟ
0xd514a :
0xd516a: "
0xd517e: That's it
0xd518a: -ﾟ
0xd51ce :
0xd522e: Yes
0xd523a: -ﾟ
0xd52ee: So
0xd52fa: -
0xd5392: Soy
0xd539e: -ﾟ
0xd542a: Yes
0xd5436: -
0xd54e6: So
0xd54f2: -
0xd5593 :
0xd55a2: Yes
0xd55ae: -ﾟ
0xd5627 :
0xd5636: Yes
0xd5642: -
0xd56e3 :
0xd56f2: So
0xd56fe: -ﾟ
0xd5826 :
0xd5832: -
0xd59a6 :
0xd59b2: -ﾟ
0xd5b46 :
0xd5b52: -ﾟ
0xd5cd6 :
0xd5ce2: -ﾟ
0xd5f66 :
0xd5f72: -
0xd606f :
0xd60c2 :
0xd60ce:ｰﾟ
0xd6222 :
0xd622e: -ﾟ
0xd6283: ｢ﾟ
0xd62f8:ﾞ｡
0xd6306 :
0xd6312: -
0xd636b: ｢ﾟ
0xd6428: ﾞ｡
0xd6436: ｿﾟ
0xd6442: ｰﾟ
0xd6578: ﾞ｡
0xd6586: ｿﾟ
0xd6592: ｰﾟ
0xd6622: ｔﾟ
0xd66bc: ﾞ｡
0xd66ca: ｿﾟ
0xd66d6: ｰﾟ
0xd68f8: ﾞ｡
0xd6906: ｿﾟ
0xd6912: ｰﾟ
0xd696f: ｢ﾟ
0xd6a04: ﾞ｡
0xd6a12 :
0xd6a1e: -ﾟ
0xd6ab8: %0ﾂ
0xd6b14:ﾞ｡
0xd6b22 :
0xd6b2e: -ﾟ
0xd6c4e: -ﾟ
0xd6c56 :
0xd6c5e: A
0xd6d8f: Role.
0xd6d9e: -ﾟ
0xd6da6 :
0xd6dae: A
0xd6eee:ｰﾟ
0xd6ef6 :
0xd6efe: A
0xd6f8a: tﾟ
0xd7072 :
0xd707e: -ﾟ
0xd730e :
0xd731a: -ﾟ
0xd73b8: % 0
0xd745e: -ﾟ
0xd7466 :
0xd746e: A
0xd74f7 :
0xd75ce: -ﾟ
0xd75d6 :
0xd75de: A
0xd771e: -ﾟ
0xd7726 :
0xd772e :
0xd7732: A
0xd7896: -
0xd789e :
0xd78a6 :
0xd78aa: A
0xd7a1a: -ﾟ
0xd7a22: Yes
0xd7a2a :
0xd7a2e: A
0xd7bc6:ｰﾟ
0xd7bce :
0xd7bd6 :
0xd7bda: A
0xd7e8a: A
0xd7e92 :
0xd7e9a: -ﾟ
0xd7ffe:ｰﾟ
0xd8006 :
0xd800e :
0xd8012: A
0xd8196: -
0xd819e :
0xd81a6 :
0xd81aa: A
0xd820b: ｢ﾟ
0xd828e :
0xd829a: -ﾟ
0xd82fb: ｢ﾟ
0xd83c6 :
0xd83d2: -
0xd851e :
0xd852a: -ﾟ
0xd8666 :
0xd8672: -
0xd88ae :
0xd88ba:ｰﾟ
0xd89be :
0xd89ca:ｰﾟ
0xd8ad6 :
0xd8ae2: -ﾟ
0xd8c0e:ｰﾟ
0xd8c16 :
0xd8c1e: A
0xd8d66: -
0xd8d6e :
0xd8d76: A
0xd8ebe:ｰﾟ
0xd8ec6 :
0xd8ece: ｱﾟ
0xd9046: ｿﾟ
0xd9052: ｰﾟ
0xd92ee: ｿﾟ
0xd92fa: ｰﾟ
0xd9446: ｰﾟ
0xd944e: ｿﾟ
0xd9456: ｱﾟ
0xd95be: ｰﾟ
0xd95c6: ｿﾟ
0xd95ce: ｱﾟ
0xd9716: ｰﾟ
0xd971e: ｲﾟ
0xd9726: ｿﾟ
0xd972a: ｱﾟ
0xd9887: 察｢
0xd9896: -
0xd989e :
0xd98a6 :
0xd98aa: A
0xd9a1e: -ﾟ
0xd9a26 :
0xd9a2e :
0xd9a32: A
0xd9bd6: -ﾟ
0xd9bde :
0xd9be6 :
0xd9bea: A
0xd9ea2: A
0xd9eaa :
0xd9eb2: -
0xd9f6f :
0xda01e: -ﾟ
0xda026 :
0xda02e :
0xda032: A
0xda1be:ｰﾟ
0xda1c6 :
0xda1ce :
0xda1d2: A
0xda2aa :
0xda2b6: -
0xda3d2 :
0xda3de:ｰﾟ
0xda51a :
0xda526 :
0xda652 :
0xda65e:ｰﾟ
0xda88a :
0xda896 :
0xda98a :
0xda996 :
0xdaa2c: %0ﾂ
0xdaa96 :
0xdaaa2:ｰﾟ
0xdabba:ｰﾟ
0xdabc2 :
0xdabca: A
0xdacf3 :
0xdad02:ｰﾟ
0xdad0a :
0xdad12: A
0xdae52 :
0xdae5a :
0xdae62: A
0xdafca :
0xdafd6:ｰﾟ
0xdb262 :
0xdb26e:ｰﾟ
0xdb3a2:ｰﾟ
0xdb3aa :
0xdb3b2: A
0xdb50a:ｰﾟ
0xdb512 :
0xdb51a: A
0xdb65a:ｰﾟ
0xdb662 :
0xdb66a :
0xdb66e: A
0xdb7bb :
0xdb7ca:ｰﾟ
0xdb7d2 :
0xdb7da :
0xdb7de: A
0xdb946:ｰﾟ
0xdb94e :
0xdb956 :
0xdb95a: A
0xdbaf2:ｰﾟ
0xdbafa :
0xdbb02 :
0xdbb06: A
0xdbdae: A
0xdbdb6 :
0xdbdbe:ｰﾟ
0xdbf1a:ｰﾟ
0xdbf22 :
0xdbf2a :
0xdbf2e: A
0xdc0aa:ｰﾟ
0xdc0b2 :
0xdc0ba :
0xdc0be: A
0xdc176 :
0xdc182: -
0xdc23a :
0xdc246: -
0xdc2e6 :
0xdc2f2:ｰﾟ
0xdc3f6 :
0xdc402: -
0xdc49a :
0xdc4a6: -
0xdc546 :
0xdc552: -
0xdc5e6: ", Ko
0xdc5f6 :
0xdc602: -
0xdc646 :
0xdc692: ｣､Ko
0xdc6a2 :
0xdc6ae:ｰﾟ
0xdc74a: ｣､Ko
0xdc75a :
0xdc766: -
0xdc7e6: ｣､Ko
0xdc7f6 :
0xdc802: -
0xdc87e: ｣､Ko
0xdc88e :
0xdc89a:ｰﾟ
0xdc93a: ｣､Ko
0xdc94a :
0xdc956:ｰﾟ
0xdc9e6: "
0xdc9f6 :
0xdca02:ｰﾟ
0xdca3e: ”
0xdca46 :
0xdca92 :
0xdcaa2 :
0xdcaae:ｰﾟ
0xdcb4a: ｣
0xdcb5a :
0xdcb66:ｰﾟ
0xdcbe6: ｣ｬﾂ
0xdcbf6:ｿﾟ
0xdcc02:ｰﾟ
0xdcc7e: ｣ｬﾂ
0xdcc8e:ｿﾟ
0xdcc9a:ｰﾟ
0xdcd3a: ｣ｬﾂ
0xdcd4a:ｿﾟ
0xdcd56:ｰﾟ
0xdcd9b: ｢壇
0xdce46:ｿﾟ
0xdce52:ｰﾟ
0xdce9b: ｢壇
0xdcf8e:ｿﾟ
0xdcf9a:ｰﾟ
0xdd0fa :
0xdd106:ｰﾟ
0xdd24a :
0xdd256: -ﾟ
0xdd492 :
0xdd49e:ｰﾟ
0xdd51b: ｢ﾟ
0xdd5b2 :
0xdd5be:ｰﾟ
0xdd6da :
0xdd6e6: -ﾟ
0xdd81e:ｰﾟ
0xdd826 :
0xdd82e: A
0xdd977 :
0xdd986: -
0xdd98e :
0xdd996: A
0xddaea:ｰﾟ
0xddaf2 :
0xddafa: A
0xddc82 :
0xddc8e:ｰﾟ
0xddf32 :
0xddf3e:ｰﾟ
0xde092:ｰﾟ
0xde09a :
0xde0a2: A
0xde21a:ｰﾟ
0xde222 :
0xde22a: A
0xde382:ｰﾟ
0xde38a: Yes
0xde392 :
0xde396: A
0xde4fb :
0xde50a:ｰﾟ
0xde512 :
0xde51a :
0xde51e: A
0xde69e:ｰﾟ
0xde6a6 :
0xde6ae :
0xde6b2: A
0xde862:ｰﾟ
0xde86a: Yes
0xde872 :
0xde876: A
0xdeb2e: A
0xdeb36 :
0xdeb3e:ｰﾟ
0xdec0b :
0xdecbe:ｰﾟ
0xdecc6 :
0xdecce :
0xdecd2: A
0xdee72:ｰﾟ
0xdee7a :
0xdee82 :
0xdee86: A
0xdeed3: "The platform
0xdef7e :
0xdef8a:ｰﾟ
0xdefdb: "Platform
0xdf0ce :
0xdf0da:ｰﾟ
0xdf242 :
0xdf24e: -ﾟ
0xdf392 :
0xdf39e: -ﾟ
0xdf5e2 :
0xdf5ee:ｰﾟ
0xdf667: ｢ﾟ
0xdf6fa :
0xdf706: -
0xdf81a :
0xdf826: -
0xdf96e: -ﾟ
0xdf976 :
0xdf97e: A
0xdfad7:ｬｺ
0xdfae6:ｰﾟ
0xdfaee:ｿﾟ
0xdfaf6:ｱﾟ
0xdfc5a:ｰﾟ
0xdfc62:ｿﾟ
0xdfc6a:ｱﾟ
0xdfdfa:ｿﾟ
0xdfe06:ｰﾟ
0xe00ba:ｿﾟ
0xe00c6:ｰﾟ
0xe0222:ｰﾟ
0xe022a:ｿﾟ
0xe0232:ｱﾟ
0xe0272: "Twist"
0xe03b2:ｰﾟ
0xe03ba :
0xe03c2: A
0xe0412 :
0xe0542: -
0xe054a: Yes
0xe0552 :
0xe0556: A
0xe05a2:ｧ逗
0xe06e3 :
0xe06f2: -ﾟ
0xe06fa: Yes
0xe0702 :
0xe0706: A
0xe0752 :
0xe0786: Na direction
0xe08ae: -ﾟ
0xe08b6: Yes
0xe08be :
0xe08c2: A
0xe0a22 :
0xe0a96: -
0xe0a9e :
0xe0aa6 :
0xe0aaa: A
0xe0d96: Awa
0xe0d9e :
0xe0da6: -ﾟ
0xe0e8f :
0xe0f3e: -ﾟﾞ
0xe0f46: Yes
0xe0f4e :
0xe0f52: A
0xe110a:ｰﾟﾚ
0xe1112: Yes
0xe111a :
0xe111e: A
0xe1216 :
0xe1222: -
0xe1276 :
0xe1336: -
0xe133e :
0xe1346: A
0xe13ba: ､ｬ
0xe1486: A
0xe148e :
0xe1496: -
0xe157e :
0xe15e2: Muta
0xe164a: A
0xe1652 :
0xe165a: -ﾟ
0xe178a: A
0xe1792 :
0xe179a: -ﾟ
0xe18d6: A
0xe18de :
0xe18e6: -
0xe1a2e: A
0xe1a36 :
0xe1a3e:ｰﾟ
0xe1b12 :
0xe1b72: Muta
0xe1bda: A
0xe1be2 :
0xe1bea:ｰﾟ
0xe1c5b :
0xe1d03: Every
0xe1d12: -ﾟ
0xe1d1a :
0xe1d22: A
0xe1d93 :
0xe1e5b: Aa
0xe1e6a: -ﾟ
0xe1e72 :
0xe1e7a: A
0xe1fb7: Every
0xe1fc6: -ﾟ
0xe1fce :
0xe1fd6: A
0xe206a: t
0xe213f: Every
0xe214e :
0xe215a: -ﾟ
0xe23e3: Every
0xe23f2 :
0xe23fe:ｰﾟ
0xe246f :
0xe2537: Every
0xe2546: -
0xe254e :
0xe2556: A
0xe25e7 :
0xe26ab: Every
0xe26ba: -ﾟ
0xe26c2 :
0xe26ca: A
0xe273b:ｦﾟ
0xe27e3:面｢
0xe27f2:ｰﾟ
0xe27fa:ｿﾟ
0xe2802:ｱﾟ
0xe2873:ｦﾟ
0xe293b:ｬﾊ｢
0xe294a:ｰﾟ
0xe2952:ｿﾟ
0xe295a:ｱﾟ
0xe2a97:面｢
0xe2aa6:ｰﾟ
0xe2aae:ｿﾟ
0xe2ab6:ｱﾟ
0xe2b4a: ｔﾟ
0xe2c1f:面｢
0xe2c2e :
0xe2c3a: -ﾟ
0xe2ec3 :
0xe2ed2 :
0xe2ede:ｰﾟ
0xe2f4f :
0xe3017 :
0xe3026: -
0xe302e :
0xe3036: A
0xe30c7 :
0xe318b :
0xe319a: -ﾟ
0xe31a2 :
0xe31aa: A
0xe32d2: ̯Re ｢
0xe32de :
0xe3402: ̼庪
0xe340e :
0xe3462: Tekei
0xe3516 :
0xe358a :
0xe35fe :
0xe36c6 :
0xe36fa: Tsha
0xe3702 :
0xe372e: Whaaa?
0xe375e: Tsha
0xe376a: Na type
0xe376e:ﾂdig
0xe377e :
0xe378e :
0xe38b6: -
0xe38be :
0xe38c6: A
0xe39ff: Yutaka
0xe3a0e:ｰﾟ
0xe3a16 :
0xe3a1e: A
0xe3b66: -
0xe3b6e :
0xe3b76: A
0xe3cee :
0xe3cfa: -ﾟ
0xe3f96 :
0xe3fa2: -
0xe40ee: -ﾟ
0xe40f6 :
0xe40fe: A
0xe4266: -
0xe426e :
0xe4276: A
0xe43aa :
0xe44e2 :
0xe453a :
0xe45da: ̠ ┘
0xe45e6 :
0xe46be: ̯丱
0xe46ca :
0xe4736: Madata
0xe479a: ̼ｦ」
0xe47a6 :
0xe47da :
0xe47e2 :
0xe480e: Whaaa?
0xe4812: Passed away
0xe483e :
0xe484a: Na-shape
0xe484e:ﾂdig
0xe485e :
0xe4862: ̠E 」
0xe486e :
0xe498c:ﾂ」
0xe499a: -ﾟ
0xe49a2 :
0xe49aa: A
0xe4aeb: Naki”
0xe4afa: -ﾟ
0xe4b02 :
0xe4b0a: A
0xe4c50:ﾂ」
0xe4c5e:ｰﾟ
0xe4c66 :
0xe4c6e: A
0xe4dd8:ﾂ」
0xe4de6 :
0xe4df2: -ﾟ
0xe5088 :
0xe5096 :
0xe50a2: -
0xe512e :
0xe51e0:ﾂ」
0xe51ee: -ﾟ
0xe51f6 :
0xe51fe: A
0xe5358 :
0xe5366: -
0xe536e :
0xe5376: A
0xe53c6: "
0xe53f6: ” pieces
0xe540e :
0xe5435: Tsuka-nii
0xe54a6: -
0xe54ae: Yes
0xe54b6 :
0xe54ba: A
0xe550e: "
0xe5579: Dust shape
0xe5596: A
0xe559a: -ﾟ
0xe559e: ｲﾟ
0xe55a2: ｿﾟ
0xe5846: ｱﾟ
0xe584e: ｲﾟ
0xe5856: ｿﾟ
0xe585a: ｰﾟ
0xe5946: ｿﾟ
0xe5952: ｰﾟ
0xe5a3e: ｿﾟ
0xe5a4a: ｰﾟ
0xe5b22: ｿﾟ
0xe5b2e: ｰﾟ
0xe5cae: ｿﾟ
0xe5cba: ｰﾟ
0xe5d6e: ｿﾟ
0xe5d7a: ｰﾟ
0xe5dcc: % 0
0xe5e2a :
0xe5e36: -
0xe5f16 :
0xe5f22: -
0xe6006 :
0xe6012: -
0xe60e2 :
0xe60ee:ｰﾟ
0xe6266 :
0xe6272: -
0xe6326 :
0xe6332: -
0xe6384: % 0
0xe63e2 :
0xe63ee: -ﾟ
0xe64ea: ｿﾟ
0xe64f6: ｰﾟ
0xe65ee: ｿﾟ
0xe65fa: ｰﾟ
0xe66de: ｿﾟ
0xe66ea: ｰﾟ
0xe687e: ｿﾟ
0xe688a: ｰﾟ
0xe695a: ｿﾟ
0xe6966: ｰﾟ
0xe6a26: ｿﾟ
0xe6a32: ｰﾟ
0xe6b32: ｿﾟ
0xe6b3e: ｰﾟ
0xe6c36: ｿﾟ
0xe6c42: ｰﾟ
0xe6d26: ｿﾟ
0xe6d32: ｰﾟ
0xe6ec6: ｿﾟ
0xe6ed2: ｰﾟ
0xe6fa2: ｿﾟ
0xe6fae: ｰﾟ
0xe706e: ｿﾟ
0xe707a: ｰﾟ
0xe716e: ｿﾟ
0xe717a: ｰﾟ
0xe7266: ｿﾟ
0xe7272: ｰﾟ
0xe734e: ｿﾟ
0xe735a: ｰﾟ
0xe74de: ｿﾟ
0xe74ea: ｰﾟ
0xe75aa :
0xe75b6: -
0xe7610: % 0
0xe766a :
0xe7676: -
0xe7766 :
0xe7772: -
0xe785e :
0xe786a: -ﾟ
0xe7946 :
0xe7952: -
0xe7ad6 :
0xe7ae2: -ﾟ
0xe7ba2 :
0xe7bae:ｰﾟ
0xe7c08: % 0
0xe7c62 :
0xe7c6e:ｰﾟ
0xe7d5e :
0xe7d6a: -ﾟ
0xe7e56 :
0xe7e62: -ﾟ
0xe7f3e :
0xe7f4a: -ﾟ
0xe80ce :
0xe80da: -ﾟ
0xe819a :
0xe81a6: -
0xe8200: % 0
0xe825a :
0xe8266: -
0xe8356 :
0xe8362: -
0xe844e :
0xe845a: -ﾟ
0xe8536 :
0xe8542: -
0xe86c6 :
0xe86d2: -
0xe8792 :
0xe879e: -ﾟ
0xe87f8: % 0
0xe8852 :
0xe885e: -ﾟ
0xe894e :
0xe895a: -ﾟ
0xe8a46 :
0xe8a52: -
0xe8b2e :
0xe8b3a: -ﾟ
0xe8cbe :
0xe8cca: -ﾟ
0xe8d8a :
0xe8d96: -
0xe8df0: % 0
0xe8e4a :
0xe8e56: -
0xe8f46 :
0xe8f52: -
0xe903e :
0xe904a: -ﾟ
0xe9126 :
0xe9132: -
0xe92b6 :
0xe92c2: -
0xe9382 :
0xe938e: -ﾟ
0xe93e8: % 0
0xe9442 :
0xe944e: -ﾟ
0xe953e :
0xe954a: -ﾟ
0xe9636 :
0xe9642: -
0xe971e :
0xe972a: -ﾟ
0xe98ae :
0xe98ba: -ﾟ
0xe997a :
0xe9986: -
0xe99e0: % 0
0xe9a3a :
0xe9a46: -
0xe9b36 :
0xe9b42: -
0xe9c2e :
0xe9c3a: -ﾟ
0xe9d16 :
0xe9d22: -
0xe9ea6 :
0xe9eb2: -
0xe9f72 :
0xe9f7e: -ﾟ
0xe9fd8: % 0
0xea032 :
0xea03e:ｰﾟ
0xea136: ｿﾟ
0xea142: ｰﾟ
0xea236: ｿﾟ
0xea242: ｰﾟ
0xea32a: ｿﾟ
0xea336: ｰﾟ
0xea4be: ｿﾟ
0xea4ca: ｰﾟ
0xea58e: ｿﾟ
0xea59a: ｰﾟ
0xea656: ｿﾟ
0xea662: ｰﾟ
0xea75e: ｿﾟ
0xea76a: ｰﾟ
0xea85e: ｿﾟ
0xea86a: ｰﾟ
0xea952: ｿﾟ
0xea95e: ｰﾟ
0xeaae6: ｿﾟ
0xeaaf2: ｰﾟ
0xeabb6: ｿﾟ
0xeabc2: ｰﾟ
0xeac7e: ｿﾟ
0xeac8a: ｰﾟ
0xead96: ｿﾟ
0xeada2: ｰﾟ
0xeaeae: ｿﾟ
0xeaeba: ｰﾟ
0xeafa6: ｿﾟ
0xeafb2: ｰﾟ
0xeb14e: ｿﾟ
0xeb15a: ｰﾟ
0xeb232 :
0xeb23e: -ﾟ
0xeb2ac: %0ﾂ
0xeb30a :
0xeb316 :
0xeb41e :
0xeb42a: -ﾟ
0xeb536 :
0xeb542 :
0xeb62e :
0xeb63a: -ﾟ
0xeb7d6 :
0xeb7e2: -ﾟ
0xeb8ba :
0xeb8c6: -
0xeb934: % 0
0xeb992: ｿﾟ
0xeb99e: ｰﾟ
0xeba67: ｢彙
0xeba8e: ｿﾟ
0xeba9a: ｰﾟ
0xebb62: ｿﾟ
0xebb6e: ｰﾟ
0xebc2e: ｿﾟ
0xebc3a: ｰﾟ
0xebcea: ｿﾟ
0xebcf6: ｰﾟ
0xebe02: ｿﾟ
0xebe0e: ｰﾟ
0xebe9e: ｿﾟ
0xebeaa: ｰﾟ
0xebf4e: ｿﾟ
0xebf5a: -ﾟ
0xec00a :
0xec016 :
0xec0aa: 」,
0xec0c2 :
0xec0ce:ｰﾟ
0xec10e :
0xec176 :
0xec182 :
0xec23e :
0xec24a: -ﾟ
0xec2ea :
0xec2f6: -
0xec38a :
0xec396 :
0xec44e :
0xec45a: ｰﾟ
0xec4f2: ｣ｬ
0xec50a: ｿﾟ
0xec516: ｰﾟ
0xec54e: ｣向
0xec556: ｣ｬ
0xec5be: ｿﾟ
0xec5ca: ｰﾟ
0xec686: ｿﾟ
0xec692: ｰﾟ
0xec732: ｿﾟ
0xec73e: ｰﾟ
0xec7d2: ｿﾟ
0xec7de: ｰﾟ
0xec896: ｿﾟ
0xec8a2: ｰﾟ
0xec926 :
0xec93e :
0xec94a: -ﾟ
0xec993: "Platform
0xec9c3: ｢ﾟ
0xeca4e :
0xeca5a:ｰﾟ
0xecaa3: “Dan”
0xecad3: ｢ﾟ
0xecba6 :
0xecbb2: -ﾟ
0xecd1a :
0xecd26: -
0xece7a :
0xece86: -
0xed0ca :
0xed0d6: ｰﾟ
0xed153: ｢ﾟ
0xed1f2: ｿﾟ
0xed1fe: ｰﾟ
0xed322: ｿﾟ
0xed32e: ｰﾟ
0xed46e: ｰﾟ
0xed476: ｿﾟ
0xed47e: ｱﾟ
0xed5de: ｰﾟ
0xed5e6: ｿﾟ
0xed5ee: ｱﾟ
0xed752: ｰﾟ
0xed75a: ｿﾟ
0xed762: ｱﾟ
0xed8f2: ｿﾟ
0xed8fe: ｰﾟ
0xedbaa: ｿﾟ
0xedbb6: ｰﾟ
0xedd1e: ｰﾟ
0xedd26: ｿﾟ
0xedd2e: ｱﾟ
0xedeb2: ｰﾟ
0xedeba: ｿﾟ
0xedec2: ｱﾟ
0xee02a: ｰﾟ
0xee032: ｲﾟ
0xee03a: ｿﾟ
0xee03e: ｱﾟ
0xee1c2: ｰﾟ
0xee1ca: ｲﾟ
0xee1d2: ｿﾟ
0xee1d6: A
0xee366: -
0xee36e: Yes
0xee376 :
0xee37a: A
0xee53a: -
0xee542: Yes
0xee54a :
0xee54e: A
0xee80e: A
0xee816 :
0xee81e: -ﾟ
0xee8ef :
0xee9a6: -
0xee9ae :
0xee9b6 :
0xee9ba: ｱﾟ
0xeeb62: ｰﾟ
0xeeb6a: ｲﾟ
0xeeb72: ｿﾟ
0xeeb76: ｱﾟ
0xeec02: ｿﾟ
0xeec22: ｰﾟ
0xeecb2: ｿﾟ
0xeecd2: ｰﾟ
0xeed56: ｿﾟ
0xeed7a: ｰﾟ
0xeedfe: ｿﾟ
0xeee22: ｰﾟ
0xeee73: ｢壇
0xeeea3: ｢ﾟ
0xeef2e: ｿﾟ
0xeef3a:ｰﾟ
0xeef8b: ｢壇
0xeefbb: ｢ﾟ
0xef08e:ｿﾟ
0xef09a:ｰﾟ
0xef20a:ｿﾟ
0xef216:ｰﾟ
0xef36a:ｿﾟ
0xef376:ｰﾟ
0xef5c2:ｿﾟ
0xef5ce:ｰﾟ
0xef647: ｢ﾟ
0xef6ea:ｿﾟ
0xef6f6:ｰﾟ
0xef81a:ｿﾟ
0xef826:ｰﾟ
0xef976: ｰﾟ
0xef97e: ｿﾟ
0xef986: ｱﾟ
0xefaf6: ｰﾟ
0xefafe: ｿﾟ
0xefb06: ｱﾟ
0xefc7a: ｰﾟ
0xefc82: ｿﾟ
0xefc8a: ｱﾟ
0xefe22: ｿﾟ
0xefe2e: ｰﾟ
0xf00ea: ｿﾟ
0xf00f6: ｰﾟ
